columns,parent_type,agg_type,pretty_type
acc_isol_surfv,Accessibility,,Accessibility
acc_isol_naccess,Accessibility,,Accessibility
acc_isol_nsc,Accessibility,,Accessibility
acc_complex_surfv,Accessibility,,Accessibility
acc_complex_naccess,Accessibility,,Accessibility
acc_complex_nsc,Accessibility,,Accessibility
acc_ifr_surfv,Accessibility,,Accessibility
acc_ifr_naccess,Accessibility,,Accessibility
acc_ifr_nsc,Accessibility,,Accessibility
acc_rsa_surfv,Accessibility,,Accessibility
acc_rsa_naccess,Accessibility,,Accessibility
acc_rsa_nsc,Accessibility,,Accessibility
bsa_ratio_surfv,Accessibility,,Accessibility
bsa_ratio_naccess,Accessibility,,Accessibility
bsa_ratio_nsc,Accessibility,,Accessibility
sponge_LHA_3_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_3_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_4_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_5_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_6_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_CA_7_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_3_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_4_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_5_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_6_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
sponge_LHA_7_IFR_SW_9,Density/Sponge,SW,Density/Sponge (SW)
density_CA_3_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_4_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_5_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_6_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_7_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_3_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_4_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_5_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_6_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_7_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_3_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_4_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_5_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_6_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_7_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_3_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_4_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_5_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_6_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_7_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_3_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_4_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_5_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_6_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_7_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_3_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_4_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_5_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_6_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_7_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_3_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_4_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_5_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_6_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_7_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_3_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_4_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_5_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_6_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_7_IFR_WNASurf,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_3_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_4_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_5_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_6_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_7_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_3_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_4_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_5_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_6_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_7_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_3_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_4_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_5_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_6_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_7_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_3_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_4_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_5_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_6_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_LHA_7_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_3_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_4_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_5_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_6_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_7_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_3_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_4_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_5_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_6_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_7_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_3_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_4_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_5_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_6_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_CA_7_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_3_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_4_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_5_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_6_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
sponge_LHA_7_IFR_WNADist,Density/Sponge,WNA,Density/Sponge (WNA)
density_CA_3_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_4_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_5_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_6_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_7_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_3_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_4_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_5_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_6_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_7_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_3_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_4_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_5_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_6_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_CA_7_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_3_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_4_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_5_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_6_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
density_LHA_7_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_3_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_4_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_5_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_6_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_7_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_3_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_4_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_5_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_6_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_7_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_3_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_4_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_5_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_6_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_CA_7_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_3_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_4_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_5_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_6_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
sponge_LHA_7_IFR_VD,Density/Sponge,VD,Density/Sponge (VD)
ced_CA_3_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_4_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_5_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_6_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_7_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_3_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_4_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_5_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_6_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_7_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_3_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_4_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_5_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_6_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_7_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_3_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_4_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_5_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_6_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_LHA_7_IFR_GN,Contact Energy Density,GN,Contact Energy Density (GN)
ced_CA_3_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_IFR_SW_3,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_IFR_SW_5,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_IFR_SW_7,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_4_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_5_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_6_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_7_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_3_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_4_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_5_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_6_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_LHA_7_IFR_SW_9,Contact Energy Density,SW,Contact Energy Density (SW)
ced_CA_3_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_4_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_5_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_6_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_7_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_3_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_4_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_5_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_6_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_7_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_3_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_4_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_5_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_6_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_7_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_3_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_4_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_5_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_6_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_7_IFR_WNASurf,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_3_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_4_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_5_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_6_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_7_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_3_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_4_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_5_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_6_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_7_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_3_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_4_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_5_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_6_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_7_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_3_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_4_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_5_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_6_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_LHA_7_IFR_WNADist,Contact Energy Density,WNA,Contact Energy Density (WNA)
ced_CA_3_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_4_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_5_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_6_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_7_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_3_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_4_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_5_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_6_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_7_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_3_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_4_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_5_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_6_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_CA_7_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_3_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_4_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_5_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_6_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ced_LHA_7_IFR_VD,Contact Energy Density,VD,Contact Energy Density (VD)
ep_ca_GN,Electrostatic Potential,GN,Electrostatic Potential (GN)
ep_lha_GN,Electrostatic Potential,GN,Electrostatic Potential (GN)
ep_absolute_GN,Electrostatic Potential,GN,Electrostatic Potential (GN)
ep_average_GN,Electrostatic Potential,GN,Electrostatic Potential (GN)
ep_ca_SW_3,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_lha_SW_3,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_absolute_SW_3,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_average_SW_3,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_ca_SW_5,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_lha_SW_5,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_absolute_SW_5,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_average_SW_5,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_ca_SW_7,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_lha_SW_7,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_absolute_SW_7,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_average_SW_7,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_ca_SW_9,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_lha_SW_9,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_absolute_SW_9,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_average_SW_9,Electrostatic Potential,SW,Electrostatic Potential (SW)
ep_ca_WNASurf,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_lha_WNASurf,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_absolute_WNASurf,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_average_WNASurf,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_ca_WNADist,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_lha_WNADist,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_absolute_WNADist,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_average_WNADist,Electrostatic Potential,WNA,Electrostatic Potential (WNA)
ep_ca_VD,Electrostatic Potential,VD,Electrostatic Potential (VD)
ep_lha_VD,Electrostatic Potential,VD,Electrostatic Potential (VD)
ep_absolute_VD,Electrostatic Potential,VD,Electrostatic Potential (VD)
ep_average_VD,Electrostatic Potential,VD,Electrostatic Potential (VD)
dssp_ALPHA_HELIX,DSSP,,DSSP
